RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021
102001,0,United States,Country,,168422,169422,170526,171672,172881,174148,175448,176750,178014,179217,180300,181305,182243,183152,183871,184466,185005,185601,186184,186695,187194,187775,188486,189232,189947,190679,191533,192421,193320,194122,194916,195763,196641,197499,198273,199126,200055,201014,201870,202761,203670,204652,205661,206681,207710,208746,209855,210941,212007,213051,214167,215329,216479,217636,218743,219874,221048,222287,223557,224816,226030,227277,228532,229799,231054,232248,233365,234353,235234,236046,236846,237704,238648,239544,240362,241127,241959,242807,243557,244180,244736,245299,245884,246640,247676,248920,250374,251824,252920,253831,254969,256795,259076,261630,264470,267498,270644,274042,277742,281942,286922,292618
394913,1,"New York, NY",Msa,NY,374680,375483,376297,377715,379229,380767,382401,384021,385821,387799,389715,391375,393210,394750,396397,397425,398445,399362,400176,401011,401724,402350,402705,403386,404027,405044,405671,406573,407265,408230,409050,409840,410676,411552,412922,413997,414762,415400,416264,417555,418597,419589,420676,421982,423417,424950,426470,428119,430079,431758,433600,434893,437134,439399,442135,444571,446760,448649,450323,452054,454171,456640,459184,461772,463824,465677,466729,467775,468833,470255,471631,472816,473624,474376,475210,476234,477204,477928,478336,478413,477770,476829,475944,476060,477165,478878,481046,483391,485397,486960,488940,491994,496572,501668,507273,512734,518125,523666,529515,535920,543563,552630
753899,2,"Los Angeles-Long Beach-Anaheim, CA",Msa,CA,443957,452740,462098,472385,481321,489999,497592,506504,514377,520401,525562,529167,533333,534087,534396,533802,534233,534723,536373,536227,536840,537562,540565,543248,546774,550917,555279,557826,560508,563247,566051,569273,572603,576629,579338,584053,586679,590144,592049,596232,599896,603123,605908,609566,613546,617428,620327,622129,625818,628491,632198,634464,638221,642007,645567,648533,651533,654608,659595,664844,669236,673839,678156,682651,685518,688404,689751,689839,688734,689084,689776,689609,689174,687242,685978,685986,688731,691820,692631,692598,693361,695062,696894,700037,705219,712513,720968,727111,726933,724937,726834,734233,742035,749394,757361,766190,775220,785003,795369,808949,828791,852258
394463,3,"Chicago, IL",Msa,IL,183071,184320,185152,186413,187344,189133,190793,193074,195015,197217,198340,199781,200558,201841,202386,202589,203054,203979,204961,205428,206077,206388,207061,207492,207919,208022,208666,209751,210737,210925,211125,211381,211761,212049,212435,213057,213806,215034,216013,216805,217396,218241,219350,220373,221209,222017,223047,224190,225500,226583,227911,229068,230122,230818,231341,232072,232971,234161,235247,236446,237568,238419,238911,239463,240213,241239,241943,242551,243047,243409,243849,244115,244457,244853,245388,245980,246633,247041,247268,247170,246671,246105,245791,245913,246726,247255,248180,248548,249143,249562,250587,252011,254149,256564,259012,261470,263669,266477,269341,273020,276878,281406
394514,4,"Dallas-Fort Worth, TX",Msa,TX,152394,153028,153854,154734,155804,156877,158032,159175,160492,161814,163137,164322,165252,166264,167113,167976,168789,169770,170510,171562,172488,173741,174932,176243,177780,179254,180945,182579,184290,185979,187758,189309,190774,192141,193664,195351,196941,198540,200083,201808,203671,205441,207409,209103,210849,212495,214327,216210,217868,219593,221073,222768,224355,226010,227448,228965,230723,232621,234365,235802,237190,238808,240638,242325,243732,245095,246285,247395,248128,249012,250047,251457,253067,254056,254635,254756,255123,255315,255655,256067,256830,257030,257459,257676,258921,260010,261413,262138,262655,263308,264454,266224,268146,270756,273571,276920,279877,283763,288152,294004,300695,308155
394974,5,"Philadelphia, PA",Msa,PA,207526,207762,208121,208631,209394,210303,211218,211983,212770,213420,214032,214421,214883,215352,215582,215371,215314,215426,215689,215654,215599,215703,215979,216373,216599,216797,217187,217777,218118,218208,218343,218744,219122,219260,219303,219290,219434,219722,219992,220425,220912,221757,222467,223175,223772,224530,225284,226227,227242,228066,228642,229115,229815,230526,231176,231911,232738,233835,234833,235808,236592,237681,239052,240457,241520,242314,243034,243609,244285,244781,245612,246331,247259,248038,249126,249960,250812,251325,251956,252398,252679,252782,253064,253668,254642,255894,256896,258436,259638,261347,263033,265493,268308,271560,274819,278209,281606,285186,289182,293314,298273,303553
394692,6,"Houston, TX",Msa,TX,150256,151118,152494,154106,155645,156914,158142,159422,160806,162349,163877,165303,166646,167979,168946,169791,170608,171936,173432,175186,176894,178402,179756,181157,182510,183761,185186,186640,188023,189102,189851,190493,191139,192080,192809,193457,194308,195132,195660,195898,196459,197126,197952,198451,198909,199220,200017,200932,201445,202009,202671,203459,203917,204358,204794,205195,205636,206151,206716,207246,207817,208292,208893,209921,211028,211930,212590,213543,214485,215278,215760,216292,217365,218306,219058,219211,219573,220024,220610,221030,221142,221505,221860,222391,222538,222962,224170,225618,226653,226863,227129,227879,229443,231100,233177,235432,238076,240964,243686,246858,250733,255814
395209,7,"Washington, DC",Msa,DC,366093,368304,370213,372059,374673,377133,379652,382311,385686,388572,391007,392472,394026,395524,396781,397812,397947,398052,398225,398409,398524,398483,398564,398742,398495,399061,399872,400319,400529,400764,401222,401500,401588,402096,402533,403302,403886,403570,403531,404400,406433,407948,409113,410001,411382,412441,413583,415045,417080,419619,421049,421944,421901,422696,423696,425455,426882,428518,430201,431127,431851,432278,433802,435502,437730,439523,440975,441534,441834,442164,442509,443815,445503,447588,448989,449787,450554,451414,451867,452585,453375,454834,456379,457785,459033,460358,461991,464059,465711,468032,471420,475613,480040,484356,489078,494106,499666,505616,512131,519294,527483,535911
394856,8,"Miami-Fort Lauderdale, FL",Msa,FL,201346,204130,207143,210613,213813,216680,219648,222727,226044,229196,233119,236837,240268,242575,244843,246234,248104,249845,252074,253754,255234,256941,257919,259257,260351,262375,263975,265868,267387,269111,270409,272019,273985,275785,277944,279814,282006,283806,285564,287424,289315,291657,293994,296016,297576,299111,300968,302908,304694,306302,307633,309291,310880,312396,313780,315769,317812,320052,321098,322431,323388,325386,327594,329436,331423,332897,334681,335783,336717,337198,338909,340446,342094,342029,342391,343000,343404,344101,344533,344842,344962,345557,346374,346794,347622,350104,352227,354410,355474,356514,357277,359095,361991,365039,367986,371783,375826,379767,384364,389518,396390,404051
394347,9,"Atlanta, GA",Msa,GA,140185,141939,143709,145380,147206,149134,151065,153276,155704,158091,160021,161985,163579,165030,166019,167051,167897,168666,169645,170496,171396,172156,173002,173797,174616,175395,176067,176847,177864,179077,180033,181025,181987,182908,183767,184514,185575,186629,188039,189410,190613,191451,192183,193025,193762,194815,195961,197431,198507,199701,200799,202020,203294,204804,206430,207827,209448,210926,212612,214255,216202,218053,219558,220974,222471,224168,225834,227455,229012,230598,232026,233178,234155,235084,236450,237806,239083,239742,240369,241138,241968,242670,243365,244295,245584,247051,248530,249880,250902,251974,253236,255006,257205,259824,262855,266279,269915,273947,278358,283482,289553,296585
394404,10,"Boston, MA",Msa,MA,361678,364202,367181,371041,373866,375978,377960,380468,384043,387427,390082,391767,393423,394174,395142,396464,398125,399956,401256,402488,402921,402958,403486,405430,408276,411189,413028,413278,413819,414783,417202,419515,421332,423497,424942,426093,427431,429168,431236,433636,436264,438553,439471,440672,442879,445077,447654,449762,451517,452786,454271,456735,459041,461649,464765,466894,469120,470885,473885,476267,478678,481260,484633,487452,490068,492064,493575,494688,494744,495477,495599,496621,497638,498772,498766,498804,499036,500474,501060,501500,502064,502423,503086,504172,507133,509696,513516,516657,519594,520821,523218,527738,533297,539402,546034,552838,559019,566416,574228,583804,594743,607898
395057,11,"San Francisco, CA",Msa,CA,631229,643554,658828,672103,688099,700901,712964,721715,730922,739956,750228,761651,769637,777407,780253,784396,784645,785855,788247,793215,799082,804930,812390,819031,823852,830527,841607,852552,862785,872541,884350,897148,909910,919546,925022,930465,940803,950127,953226,955721,958678,963474,961934,960773,959020,964172,969159,976262,979750,984792,990611,995708,1001501,1008107,1019044,1028225,1040887,1051815,1067900,1083803,1099115,1109318,1120794,1134344,1149126,1160517,1167949,1174822,1176530,1175758,1170077,1159830,1150934,1146849,1144117,1144136,1145895,1148364,1147959,1142091,1139782,1137578,1139390,1146333,1158934,1169413,1180103,1181036,1172255,1164213,1163427,1175716,1184916,1196965,1209143,1221866,1232299,1245857,1261386,1286227,1321658,1360633
394532,12,"Detroit, MI",Msa,MI,98304,99621,101104,102751,104385,106038,107833,109871,112135,114138,115914,117661,119453,120944,122013,122851,123651,124630,125446,126032,126359,126754,127380,128013,128705,129429,130354,131044,131538,131873,132337,132978,133510,134086,134707,135651,136478,137308,137811,138952,140062,141325,142408,143377,144567,145777,146883,147765,148627,149605,150791,151764,152998,154131,155131,156171,157165,158228,159345,160419,161844,163228,164780,166197,167410,168603,169598,170472,171308,172056,172849,173725,174484,175190,175464,175926,176957,178297,179331,179590,179564,179473,179560,179773,180723,181836,183847,185693,186559,186393,186506,188018,190167,192575,195042,197666,199984,202546,204924,207796,211663,216719
395025,13,"Riverside, CA",Msa,CA,215333,218987,223179,227705,232914,238282,243792,247918,253117,259114,265836,270963,274996,279201,282266,284062,285713,287190,288379,289372,289616,290554,290933,291855,292701,293901,295177,297062,298185,299720,300934,302822,304914,306468,308128,310032,312042,313646,315317,316815,318780,320042,322331,324222,325800,327092,328575,330393,332113,333603,335500,337802,339846,342625,343997,346311,348264,351135,353547,355847,358091,361018,363368,365497,367820,369692,371466,372000,373121,373175,373962,373950,375687,376681,378290,379002,379870,380543,381146,381499,381463,382698,383620,385843,387002,389087,391189,393856,395440,396818,399030,403180,408300,413425,419337,425555,432759,440542,449285,459369,471704,485969
394976,14,"Phoenix, AZ",Msa,AZ,175419,177119,180113,182131,184112,186666,190047,192897,195155,196861,197575,199244,201164,204114,204890,204747,204482,204620,204236,204152,203721,204237,205646,207295,207858,208160,209920,212293,214440,215519,217296,218903,220877,221900,222701,223472,225344,226741,227628,228509,229573,230883,231252,232241,233297,235106,236837,238126,238956,240030,241363,242646,243749,245157,247087,248304,249628,250903,252505,253898,255516,257510,259357,261087,262802,264419,265823,267024,268358,269422,270404,271549,272726,274063,275082,276031,276989,278475,279915,281594,282886,284497,286282,288536,290487,293058,295720,300541,303114,305594,307119,310792,315426,320531,326187,332258,339449,346860,355448,363329,374491,386866
395078,15,"Seattle, WA",Msa,WA,294805,298230,302461,307611,311944,314976,318456,321948,325857,328686,330918,333353,336275,338924,340056,340833,341071,343439,344897,346228,346841,348811,351097,353966,357280,359732,362508,364572,368095,370491,373379,377260,381633,385636,389119,392234,394956,398516,402664,407228,411107,414942,419122,422747,426486,429767,434413,439207,443933,448219,452056,456943,461950,467789,473783,479145,483597,488743,493093,498384,503631,510354,516647,521796,525565,527736,527825,527436,528462,529246,529642,528612,528206,526848,525837,524502,525695,526746,528583,529221,529565,529766,532418,538149,544984,551393,558095,564038,567047,568312,571496,577968,585665,594360,602467,609833,617362,626965,637847,651526,668491,689404
394865,16,"Minneapolis-St Paul, MN",Msa,MN,202024,203465,204399,205405,207619,210043,212642,214965,217326,219477,221249,222682,224229,225811,227833,229449,230548,231055,231156,231011,230680,230483,230604,231222,231694,232942,233956,235329,236113,236856,237696,238527,239687,240691,241875,243009,244487,245704,246692,247311,247813,248734,250005,251825,253354,254995,256346,257573,258458,259332,260648,262382,264473,266333,267893,268903,269965,270909,272303,273908,275849,277825,279774,281422,282821,283894,284965,286266,287424,288526,289388,290390,291499,292528,293075,293823,294750,296156,297224,297803,298486,299096,300008,301202,302304,303885,305522,307790,309216,310308,311447,313626,316212,319131,322121,325082,328347,331625,335502,339241,344079,349509
395056,17,"San Diego, CA",Msa,CA,411476,416325,422418,430540,438953,447095,455757,465267,470575,473969,476395,479025,484233,490691,491136,489926,486844,487111,488496,486675,487965,488817,493120,494313,493066,492662,498206,503049,507867,508462,509763,512245,515299,518872,521530,526124,533436,535995,535053,534966,536663,540588,541556,545546,548966,553447,556204,558571,558124,561043,565772,572091,578003,581782,585188,586337,589313,592758,596092,599845,606439,612374,615880,615180,614286,615241,617183,619486,619804,620065,619874,619284,616399,614973,614910,618731,621174,624642,627472,629349,629111,628476,629536,632278,637132,643039,650552,655424,658132,658749,661377,668220,677983,689138,700681,712655,725346,738304,751723,768519,790671,816526
395121,18,"St. Louis, MO",Msa,MO,144070,144553,144952,144976,144980,145032,145096,145373,145538,145992,146204,146449,146311,146347,146437,146798,147456,148160,148848,149223,149528,149747,150006,150258,150420,150762,151171,151775,152168,152557,152891,153394,153879,154285,154630,155239,155936,156656,157166,157598,158147,158784,159501,159992,160580,161356,162377,163111,163746,164331,165031,165745,166246,166840,167387,168220,169121,169841,170359,170751,171234,171593,172235,172913,173794,174375,175026,175638,176105,176698,177322,178159,179184,180368,181346,181856,182293,182629,182808,182733,182773,182989,183341,184099,184910,186001,186706,187650,188086,188993,190124,191862,193740,195648,197706,199631,201681,203747,206482,209593,213478,217463
395148,19,"Tampa, FL",Msa,FL,132583,134373,135904,137306,139098,141068,143183,145169,147111,148728,150204,151354,152174,152941,154067,155180,156264,156947,157532,157807,158336,159395,160696,161931,162891,163927,164660,165656,166364,167617,168732,170093,171442,172881,174090,175491,177213,179266,181163,182565,184075,185286,186821,188270,189866,191024,192662,194276,195917,196804,197754,199345,201209,203189,204826,206534,207880,209284,210528,211645,212714,214429,216548,218339,219560,220702,221684,222736,223950,225283,226316,227577,228781,229512,229883,230359,231389,231949,232789,233104,233724,234331,235197,236070,237058,238676,240826,243114,244948,246156,247386,249499,252303,255417,258952,262919,267408,272121,277139,282753,289374,297705
394358,20,"Baltimore, MD",Msa,MD,258725,259584,261012,262115,263669,265116,266873,268190,269562,270814,272518,273732,274688,275041,274953,275261,274852,274779,274182,274297,273846,273677,273293,273205,273083,273081,273393,273045,273122,273043,273322,273497,274014,274452,274271,274401,274751,275793,276263,277012,277917,278718,279852,280594,281783,282548,283786,284751,285656,286021,286489,287454,288106,288950,288870,289174,289404,290351,291414,292614,293572,294489,295603,296437,297253,297846,298655,299286,299709,299766,299873,299652,300006,300579,301148,301569,302167,302731,303101,302872,302524,302060,301928,302199,303129,303698,304696,305432,306693,307949,309717,312109,315057,318402,321707,325148,328171,331784,335423,339844,344220,349131
394530,21,"Denver, CO",Msa,CO,267825,270315,273194,275549,277599,279613,282141,285152,287750,289842,291545,293694,295474,297331,298668,300406,302506,304713,306958,308628,310753,313203,316253,319327,323202,326979,330816,334344,337844,341536,344872,348798,352698,356738,360290,363620,366180,368905,371783,374998,377959,380484,383488,386402,388984,391293,393901,396707,399875,403087,406474,409237,411667,413993,415839,417543,419650,422298,424767,427677,430224,432599,434553,437072,440209,443195,445994,448298,450557,452368,454451,455231,455785,456655,457775,458878,458802,459307,459701,460468,460835,461239,461773,463409,466146,468543,470853,472899,474643,475950,477709,481115,485422,490501,496195,502500,509097,516912,525923,536329,548921,563161
394982,22,"Pittsburgh, PA",Msa,PA,125282,125644,125694,125931,126102,126488,126932,127310,127615,127854,128201,128361,128709,129122,129770,130106,130173,130185,130413,130716,131075,131353,131760,132211,132445,132466,132520,132884,133662,134331,134863,135230,135728,136258,136675,136979,137786,138762,139494,139740,139747,140084,140330,140749,140891,141232,141553,142186,142197,142423,142549,143276,143836,144345,144938,145592,146421,147044,147694,148203,148935,149301,150355,151359,152463,153023,153496,153939,154361,154745,155114,155539,156300,157527,158231,158591,159219,160192,160929,161041,160889,161085,161641,162526,163043,163998,165234,166570,166439,166584,167411,169481,171582,173662,175682,177688,180067,182209,184572,187383,191640,195988
394998,23,"Portland, OR",Msa,OR,253460,257359,260808,264021,266967,269461,272068,274119,276778,278730,281348,283632,285987,287425,288439,289895,291002,292911,294420,296181,297636,299559,301556,303411,305301,307678,310261,312169,314564,317329,320395,324003,327469,331384,335025,338542,341895,344506,347757,351466,355678,359563,363667,366799,370143,372748,375169,377813,380583,383788,386103,388801,390835,392307,393227,394756,396558,398334,400383,402379,404072,406352,409104,411009,412428,413945,416008,417180,417332,417223,417703,418991,420589,421487,421168,421295,421550,422105,422239,422549,422837,423817,424609,426142,428349,430630,433350,435017,437011,438987,441617,445243,450019,454973,460411,465614,470963,477325,484816,494127,504324,515525
394458,24,"Charlotte, NC",Msa,NC,155896,155883,156603,157334,158603,159922,161395,162640,163633,164575,165481,166679,167676,168870,169524,169921,170096,170214,170178,170066,170235,170614,171154,171812,172596,173542,174701,175870,176689,177431,178465,179926,181154,182103,182849,183316,183920,184614,185350,186370,187699,189343,190811,191839,193051,194330,195941,197661,199283,200581,201997,203303,204608,205674,206601,207980,209388,211281,212813,214410,215854,217582,219126,220594,222067,223668,225524,227060,228504,229225,230393,231552,233169,234152,235184,236153,237196,237972,238626,239338,240294,241731,243452,245167,246252,247823,249249,251160,252736,254272,255993,257956,260488,263231,265975,269159,273136,277501,282544,287832,294000,301051
395045,25,"Sacramento, CA",Msa,CA,241296,246981,253139,259583,267193,275209,283738,289996,295653,299767,304418,308895,311913,314043,314695,315093,314664,314691,312935,313024,313175,315168,316662,316589,317593,319094,321702,324364,326133,327528,328976,330615,332575,334927,336903,340305,342926,344908,346542,348505,351408,353551,356208,358999,361889,364169,366669,368612,371574,374411,377364,379226,381425,384886,388084,390434,392432,394931,397613,400338,402332,405283,407779,410163,411792,413277,414736,415634,415518,415168,415141,416044,417188,417335,417624,419331,422364,424770,425524,425719,426221,426424,427793,429614,432938,436136,440393,443662,444810,444551,446098,450133,455806,462463,468832,475413,481905,490048,498672,508884,521958,538342
395055,26,"San Antonio, TX",Msa,TX,145177,145697,146001,146158,146369,147033,147876,149055,150232,151247,151828,152296,152859,153638,154379,155094,156101,156876,157618,157836,158342,158996,160108,161132,161838,162815,163715,164723,165221,166063,167143,168597,169679,170718,171289,172127,172911,173359,174027,175083,176527,177533,178015,178406,179077,179637,180601,181730,183531,185221,186296,186745,187063,187750,188707,189762,190798,191902,192967,193446,193475,193544,194512,195682,196933,197868,198777,199549,199800,200327,200693,202060,203129,204616,205347,206299,206968,207570,208016,208404,209113,209452,210067,210194,210954,211254,212293,212702,213179,213255,213911,214910,216373,218223,220237,222606,225091,228130,231235,235200,239785,245383
394943,27,"Orlando, FL",Msa,FL,151499,153530,155896,158154,160631,162990,165605,168271,171303,173955,176060,177767,179405,180977,182554,184097,185138,185929,186530,186988,187010,187365,188284,189311,190180,190956,191589,192433,193407,194502,195698,197096,198759,200224,201475,203248,205087,206936,208526,209662,210896,212137,213496,214948,216154,217722,218952,219870,221285,222965,224707,226494,228163,230126,231591,232903,234403,235644,237570,239559,240697,241510,242667,244844,246928,248603,250407,252259,253951,255539,256389,257442,258673,260196,261170,261209,261425,261828,262534,262934,263630,264143,265047,265951,267446,269193,271072,273186,274797,275290,275651,276533,278118,280162,282428,284953,287474,290101,293240,296897,301392,307342
394466,28,"Cincinnati, OH",Msa,OH,139110,139397,139942,140456,141236,141897,142455,142851,143134,143710,144227,144707,144442,144609,144505,144739,144705,144944,145160,145223,145373,145552,145954,146358,147114,147719,148385,148924,149446,149890,150303,150974,151721,152308,152747,153081,153659,154097,154554,154816,155351,156092,157054,157950,158692,159615,160724,162020,163057,164156,165224,166331,167071,167670,168215,169015,169960,170920,171661,172305,172673,173102,173776,175075,176885,178499,179780,180542,181079,181638,182309,183193,184567,186051,187258,187786,187947,188295,189050,189886,190937,191495,191925,192422,193276,194032,195089,196323,198222,199978,201686,203655,205717,208299,211123,213953,216473,219199,221971,225045,227898,231077
394475,29,"Cleveland, OH",Msa,OH,123432,124276,124706,124992,125018,125442,125856,126196,126382,126616,126671,126573,126111,125153,124814,124619,124966,125139,125372,125447,125453,125533,125780,126217,126850,127887,128560,129105,129412,129847,130192,130459,130682,130927,131275,131635,132024,132285,132590,132865,133231,133690,134382,135194,136013,136706,137501,138381,139122,139500,140107,141165,142393,143211,143625,144189,144963,145942,146597,147034,147517,148850,149998,150929,151027,151526,152060,152525,153041,153537,154501,155413,156377,156842,157440,157786,158759,159356,160167,160457,160616,160742,161002,161889,163068,164351,165314,166563,167426,168437,169323,171071,173118,175352,177532,179531,181531,183821,186660,189768,193405,197416
394735,30,"Kansas City, MO",Msa,MO,140831,141250,141813,142329,142914,143534,144190,144572,144818,145141,145634,146149,146818,147232,147406,147642,148091,148598,149000,149586,150183,150678,151233,151681,152158,152516,153187,153936,154668,155411,156144,156792,157446,158266,158937,159612,160016,160831,161713,162716,163725,164773,165889,167103,168139,169189,170151,171193,172350,173536,174762,175899,176947,177847,178871,179789,181089,182411,184004,185428,187002,188369,189623,190868,192182,193500,194507,195575,196531,197322,198106,199190,200250,201036,201433,201826,202342,203076,203881,204457,204951,205451,206030,206656,207648,208613,209892,210812,212078,213425,215213,217358,219578,222084,224693,227375,229974,233059,236406,240381,244328,248439
394775,31,"Las Vegas, NV",Msa,NV,151254,154511,158773,162652,167027,171439,176546,181043,185414,189021,192307,194279,196278,198181,199773,200835,201066,201159,201693,202113,201848,202838,203980,206693,208019,209380,210101,211272,213031,214162,214288,214979,216498,217848,218440,219677,221597,223583,224482,225908,226974,228500,229949,231330,232597,232755,233681,232696,233187,233614,237124,239772,242586,245308,248717,251520,254840,259168,263928,268668,271818,275326,277097,279312,281672,285314,288718,292105,294184,295524,295856,297521,299184,300926,301206,302084,302799,302942,301565,299543,297701,297568,298802,300237,302208,304163,307507,310819,311394,310033,308932,310678,314210,317065,319896,322824,326538,331089,336547,342738,352400,365097
394492,32,"Columbus, OH",Msa,OH,143494,143629,144482,145631,146984,148290,149465,150600,151489,152487,153608,154684,155708,156397,156668,156791,157178,157716,158173,158310,158564,158821,159426,160343,161388,162560,163670,164511,165265,165943,166933,167801,168768,169608,170396,171041,171724,172269,172990,173964,174742,175385,175879,176798,177697,178465,179074,179757,181062,182916,184466,185569,186401,187676,188958,190355,191781,193442,195247,197001,197683,197739,198308,199870,202014,203717,205374,206646,207598,208582,209549,210520,211730,213250,214831,215962,217029,218010,218861,219515,220446,221409,221999,222788,224094,225932,227460,228952,230124,231519,232994,235128,237471,239899,242818,245815,248745,251487,254649,258202,262284,266697
394705,33,"Indianapolis, IN",Msa,IN,128895,129266,129485,130083,130691,131391,131832,132442,133150,133768,134556,135398,136533,137600,138766,139401,139776,139989,140425,140800,141009,141258,141668,142069,142137,142072,142008,142292,142598,142851,142833,142820,143096,143497,144190,144917,145861,146512,146706,146706,146985,147897,149243,150572,151777,152584,152976,153169,153454,154259,155423,156768,158019,158928,159518,160204,160821,161947,162997,164036,164742,165582,166901,168450,169707,170979,172225,173440,174237,174848,175820,177304,178963,179806,180226,180416,181277,181948,182472,182909,183871,184950,185885,186428,187304,188508,189868,191357,192656,194080,195595,197463,199444,201507,203733,206246,208714,211567,214678,218046,221610,225534
395059,34,"San Jose, CA",Msa,CA,741371,751042,761319,770936,784722,797239,805059,810279,814103,822351,823600,832852,842800,859529,864807,866985,862526,862032,868501,878783,893020,901450,915236,920831,924470,926819,939114,947717,969941,982700,998838,1004854,1014064,1021244,1026356,1032263,1040284,1044100,1047553,1056652,1053969,1055887,1048842,1055352,1054059,1060152,1064510,1072884,1079357,1088662,1093122,1099634,1105118,1115989,1127854,1147729,1174769,1202807,1229801,1256575,1284510,1312081,1338223,1355105,1378944,1397515,1417208,1407737,1389364,1367114,1351828,1331553,1306584,1285208,1270220,1266883,1266037,1261046,1251588,1239574,1237901,1235350,1238645,1244169,1262105,1283661,1309112,1318511,1302465,1286311,1278314,1297557,1309854,1326078,1338053,1354142,1366177,1377815,1388329,1412303,1459325,1514672
394355,35,"Austin, TX",Msa,TX,217641,219674,221543,223536,225544,227604,229573,231361,233255,235385,238164,240455,242091,243782,245666,247738,249572,251382,253050,254975,257037,259003,260803,262452,264143,265542,266919,268497,270364,272238,274392,276520,278609,280358,281652,283419,285610,287920,289834,291147,292295,293498,295148,296412,297820,299319,301364,302810,303574,304451,305728,307417,308976,310252,310878,311467,312138,313421,315136,316781,317983,318381,318926,319501,320450,321799,323158,325008,325914,327462,327970,329516,331576,334192,335497,335581,335835,336627,337709,338648,339986,340257,340920,342384,345995,347828,349471,350052,352107,353428,355834,359097,364079,370692,378888,387559,396044,407840,422631,441506,461817,485688
395194,36,"Virginia Beach, VA",Msa,VA,214401,214417,214763,215017,215281,215605,216021,216452,216862,217034,217310,217767,218594,219084,219341,219437,219768,220152,220436,220654,220861,221282,221705,222127,222057,222391,222806,223335,223565,223692,223855,224136,224486,224689,224684,224654,224924,224886,224783,224761,225082,225421,225855,226334,226778,227206,227756,228269,228828,229482,230319,231061,231628,232187,232485,232677,232948,233379,233928,234532,234953,235274,235501,235981,236664,237325,238123,238855,239408,239859,240408,241065,241682,242481,243306,243988,244318,244766,245472,246162,246889,247393,247785,248161,249140,250232,251468,252413,253739,255085,256511,258156,260046,262324,264834,267526,270044,272656,275437,278784,282294,286073
394902,37,"Nashville, TN",Msa,TN,174516,175360,176132,176939,177653,178601,179569,180614,181494,182382,183345,184196,185160,185951,186828,187549,188427,189391,190309,191228,192020,193032,193999,195245,196288,197339,198375,199656,201298,202853,204353,205740,207482,209179,211131,212706,214570,216598,218749,220654,222191,223723,225658,227645,229608,231707,233666,235953,237809,239562,241382,243651,246082,248447,250510,252653,254748,256544,258507,260496,262750,264913,266664,268148,269267,270496,271786,273284,274660,275978,276930,277640,278418,279257,280230,280980,281741,282466,283310,284039,284880,285792,286943,288039,289425,290942,292846,294713,296624,297917,299160,300644,302918,305502,308401,311862,315442,319364,323478,328309,333751,340351
395005,38,"Providence, RI",Msa,RI,238805,240988,242517,243693,244458,245487,246622,247988,249334,251043,252500,253330,253846,253976,255057,256365,257433,257940,257967,257872,257983,257949,257964,258306,259149,259754,260538,260448,261005,261435,262582,263605,264118,264959,266035,267506,268500,269889,270227,271131,271528,272695,273771,275348,277687,279477,280794,281181,282337,283609,285263,287525,290137,293019,294880,295927,296505,297793,300060,302901,305049,306869,308674,309902,310972,311595,313052,314592,315723,316074,315847,316003,316497,316875,317889,319174,320482,321498,322255,322447,322461,322764,324084,325032,325930,327670,329643,331966,333966,335808,337828,340878,345157,349857,354314,359308,364885,370543,376356,382606,389955,398576
394862,39,"Milwaukee, WI",Msa,WI,147455,146327,146328,147349,149554,150728,151299,152088,153535,154887,155743,156110,156504,157700,159052,159253,158884,158675,159500,159783,159454,158994,159076,159740,160407,161336,161288,161960,162115,162741,162819,163214,163947,164892,165930,166657,167210,167669,168515,169179,169990,170731,171275,172043,172888,174115,175024,175920,176735,177374,177552,177948,178699,180008,181200,182308,183036,183572,184109,185158,186721,188069,189598,190574,191611,192071,192824,193493,194430,195202,195908,196306,196427,197388,198607,200155,200891,201358,201845,202282,202848,203579,204279,205341,206443,207888,209192,210784,212649,214318,215865,217750,220134,222705,225598,228530,231789,234707,237937,241240,245141,249913
